"filename","url","tags","assetType","format","moderationStatus","publicId","assetId","displayName","deliveryType","createdAt"
"wmejmf81p9cbkg3mhfni","https://res.cloudinary.com/asak/image/upload/v1786526910/wmejmf81p9cbkg3mhfni.png","","image","png","","wmejmf81p9cbkg3mhfni","8e678fcf11c5d5e9668b9ba3da7a2904","wmejmf81p9cbkg3mhfni","upload","2026-08-12T09:28:30Z"
"xwfkjvoobsrfrm07hpjh","https://res.cloudinary.com/asak/image/upload/v1786526910/xwfkjvoobsrfrm07hpjh.png","","image","png","","xwfkjvoobsrfrm07hpjh","fc48768966182ee74beed7fe6be372d8","xwfkjvoobsrfrm07hpjh","upload","2026-08-12T09:28:30Z"
"xuniwhuyx2snic08b4vt","https://res.cloudinary.com/asak/image/upload/v1786526910/xuniwhuyx2snic08b4vt.png","","image","png","","xuniwhuyx2snic08b4vt","2d8cf0f046000e1e37893f4a5ef30ce8","xuniwhuyx2snic08b4vt","upload","2026-08-12T09:28:30Z"
"zoy6dfr6zju3fbx3uvqa","https://res.cloudinary.com/asak/image/upload/v1786526909/zoy6dfr6zju3fbx3uvqa.png","","image","png","","zoy6dfr6zju3fbx3uvqa","16fe13a72aa03601929f7ff57ab30ab9","zoy6dfr6zju3fbx3uvqa","upload","2026-08-12T09:28:29Z"
"mp1n2hvh7gejlzvvx80t","https://res.cloudinary.com/asak/image/upload/v1786526909/mp1n2hvh7gejlzvvx80t.png","","image","png","","mp1n2hvh7gejlzvvx80t","d80686f98ac80a3c70eedb9ed10e2198","mp1n2hvh7gejlzvvx80t","upload","2026-08-12T09:28:29Z"
"zkqoluzpp6lxpftbnebp","https://res.cloudinary.com/asak/image/upload/v1786526909/zkqoluzpp6lxpftbnebp.png","","image","png","","zkqoluzpp6lxpftbnebp","4888b14ea6fba85772b047b535c54576","zkqoluzpp6lxpftbnebp","upload","2026-08-12T09:28:29Z"
"rv9vnkwuiwkuglytx1dv","https://res.cloudinary.com/asak/image/upload/v1786526909/rv9vnkwuiwkuglytx1dv.png","","image","png","","rv9vnkwuiwkuglytx1dv","ebad2a4abc1acc6f7fef1fe57e8515ec","rv9vnkwuiwkuglytx1dv","upload","2026-08-12T09:28:29Z"
"s4vkkhspoognw6azxduo","https://res.cloudinary.com/asak/image/upload/v1786526908/s4vkkhspoognw6azxduo.png","","image","png","","s4vkkhspoognw6azxduo","2a63c81dba72871bc3ecaa18853e8ff5","s4vkkhspoognw6azxduo","upload","2026-08-12T09:28:28Z"
"iw7bxxygxc9ipytznfks","https://res.cloudinary.com/asak/image/upload/v1786526908/iw7bxxygxc9ipytznfks.png","","image","png","","iw7bxxygxc9ipytznfks","007378852452d36e0104a30f5e040cbb","iw7bxxygxc9ipytznfks","upload","2026-08-12T09:28:28Z"
"jfeufcenaja0n1gj5wuj","https://res.cloudinary.com/asak/image/upload/v1786526908/jfeufcenaja0n1gj5wuj.png","","image","png","","jfeufcenaja0n1gj5wuj","acef33ac76a853501e483cbbd7266bbd","jfeufcenaja0n1gj5wuj","upload","2026-08-12T09:28:28Z"
"hwcbzmmetcoq8d86li7l","https://res.cloudinary.com/asak/image/upload/v1786526907/hwcbzmmetcoq8d86li7l.png","","image","png","","hwcbzmmetcoq8d86li7l","f1cc3705dfdd9755cbedfcb0b1e5df7e","hwcbzmmetcoq8d86li7l","upload","2026-08-12T09:28:27Z"
"ieyl1pndd4etygg7idgq","https://res.cloudinary.com/asak/image/upload/v1786526907/ieyl1pndd4etygg7idgq.png","","image","png","","ieyl1pndd4etygg7idgq","1492ad3fb85cacf752ea8e945e712ed9","ieyl1pndd4etygg7idgq","upload","2026-08-12T09:28:27Z"
"e9cbxewcwf3ztms0trvh","https://res.cloudinary.com/asak/image/upload/v1786526907/e9cbxewcwf3ztms0trvh.png","","image","png","","e9cbxewcwf3ztms0trvh","437da2c2f97255abc396c59fc383833e","e9cbxewcwf3ztms0trvh","upload","2026-08-12T09:28:27Z"
"kvl8yseddtyewlewmccc","https://res.cloudinary.com/asak/image/upload/v1786526907/kvl8yseddtyewlewmccc.png","","image","png","","kvl8yseddtyewlewmccc","0f7f1f460f18409e6c46165fc4e710a4","kvl8yseddtyewlewmccc","upload","2026-08-12T09:28:27Z"
"n8o1gmrcbhvbpu62zblk","https://res.cloudinary.com/asak/image/upload/v1786526907/n8o1gmrcbhvbpu62zblk.png","","image","png","","n8o1gmrcbhvbpu62zblk","6539effa9888aa578effe294795104ae","n8o1gmrcbhvbpu62zblk","upload","2026-08-12T09:28:27Z"
"ncmoeoprbl2ugqd2vrzb","https://res.cloudinary.com/asak/image/upload/v1786526906/ncmoeoprbl2ugqd2vrzb.png","","image","png","","ncmoeoprbl2ugqd2vrzb","6d503df078a3425f322ff0c7d20ab798","ncmoeoprbl2ugqd2vrzb","upload","2026-08-12T09:28:26Z"
"mhmxwypxjn3czrz5dq5i","https://res.cloudinary.com/asak/image/upload/v1786526906/mhmxwypxjn3czrz5dq5i.png","","image","png","","mhmxwypxjn3czrz5dq5i","6dc85ed95de984b74651f284b6e37271","mhmxwypxjn3czrz5dq5i","upload","2026-08-12T09:28:26Z"
"knrnx45irrqh2zsrxzwm","https://res.cloudinary.com/asak/image/upload/v1786526906/knrnx45irrqh2zsrxzwm.png","","image","png","","knrnx45irrqh2zsrxzwm","39864571c25a1fb69b5c13b4152dc4bc","knrnx45irrqh2zsrxzwm","upload","2026-08-12T09:28:26Z"
"hnslewkryjwxkukshidi","https://res.cloudinary.com/asak/image/upload/v1786526906/hnslewkryjwxkukshidi.png","","image","png","","hnslewkryjwxkukshidi","f3909135ea2e47584edb0c682022ecaf","hnslewkryjwxkukshidi","upload","2026-08-12T09:28:26Z"
"rhdephwr3i2whxuifdte","https://res.cloudinary.com/asak/image/upload/v1786526906/rhdephwr3i2whxuifdte.png","","image","png","","rhdephwr3i2whxuifdte","340a0b260ee2a2b53c2548fd5066d683","rhdephwr3i2whxuifdte","upload","2026-08-12T09:28:26Z"
"paxxegne1nb8ulbheo6k","https://res.cloudinary.com/asak/image/upload/v1786526905/paxxegne1nb8ulbheo6k.png","","image","png","","paxxegne1nb8ulbheo6k","9740617fd376d5f906109397f34a8d60","paxxegne1nb8ulbheo6k","upload","2026-08-12T09:28:25Z"
"lylyrxozsn4u4fjp6hsb","https://res.cloudinary.com/asak/image/upload/v1786526905/lylyrxozsn4u4fjp6hsb.png","","image","png","","lylyrxozsn4u4fjp6hsb","3bdc28a1b11dfd108d466c5bb5dc8f49","lylyrxozsn4u4fjp6hsb","upload","2026-08-12T09:28:25Z"
"jpenek7watiy9lpiogfa","https://res.cloudinary.com/asak/image/upload/v1786526905/jpenek7watiy9lpiogfa.png","","image","png","","jpenek7watiy9lpiogfa","f379a98d24e5ae5d8c176842feaae4d1","jpenek7watiy9lpiogfa","upload","2026-08-12T09:28:25Z"
"mpjuxtpzcgofur0jgddm","https://res.cloudinary.com/asak/image/upload/v1786526905/mpjuxtpzcgofur0jgddm.png","","image","png","","mpjuxtpzcgofur0jgddm","9dde5839fa3fc7203855a850dbc755ed","mpjuxtpzcgofur0jgddm","upload","2026-08-12T09:28:25Z"
"oyj6v2npp8kbtw0ad4to","https://res.cloudinary.com/asak/image/upload/v1786526904/oyj6v2npp8kbtw0ad4to.png","","image","png","","oyj6v2npp8kbtw0ad4to","e16281f127b5ff7103a453241824a9b0","oyj6v2npp8kbtw0ad4to","upload","2026-08-12T09:28:24Z"
"stvotkmtqfhlqxxvgfpz","https://res.cloudinary.com/asak/image/upload/v1786526904/stvotkmtqfhlqxxvgfpz.png","","image","png","","stvotkmtqfhlqxxvgfpz","4699fd12aa90e268ac486357a53c2625","stvotkmtqfhlqxxvgfpz","upload","2026-08-12T09:28:24Z"
